model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name,website_verified,logo_verified,verification_source
gpt-oss-120b,openai,https://huggingface.co/openai/gpt-oss-120b,https://openai.com/,https://openai.com/favicon.ico,"gpt-oss-120b is a text-generation AI model with 120 billion parameters, developed by openai, specifically designed for generating coherent and contextually appropriate text.",5376994,5145,text-generation,transformers,YES,YES,Known official domain + HTTP verification
chronos-2-small,autogluon,https://huggingface.co/autogluon/chronos-2-small,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Chronos-2-small is a small-scale AI model specifically designed for time-series forecasting tasks, leveraging the chronos-forecasting library to process and predict future values in sequential data.",5258731,5,time-series-forecasting,chronos-forecasting,YES,YES,DuckDuckGo search + HTTP verification
speaker-diarization-community-1,pyannote,https://huggingface.co/pyannote/speaker-diarization-community-1,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The speaker-diarization-community-1 model from pyannote is a specialized automatic speech recognition tool designed for identifying and isolating individual speakers in audio recordings, utilizing the pyannote-audio library framework.",5177604,1305,automatic-speech-recognition,pyannote-audio,YES,YES,DuckDuckGo search + HTTP verification
Wan_2.2_ComfyUI_Repackaged,Comfy-Org,https://huggingface.co/Comfy-Org/Wan_2.2_ComfyUI_Repackaged,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Wan_2.2_ComfyUI_Repackaged is a diffusion-based AI model designed for converting images into videos, utilizing Comfy-Org's ComfyUI pipeline, leveraging the diffusion-single-file library for efficient processing.",4976486,853,image-to-video,diffusion-single-file,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.8-27B,Qwen,https://huggingface.co/Qwen/Qwen3.8-27B,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3.8-27B is a specialized AI model designed for generating text that is semantically aligned with given images and text prompts, utilizing the transformers library.",4960483,13728,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
gemma-4-E4B-it,google,https://huggingface.co/google/gemma-4-E4B-it,https://www.google.com/,https://www.google.com/favicon.ico,"Gemma-4-E4B-it is a professional AI model developed by Google for any-to-any translation tasks, leveraging the transformers library to process and generate text across various domains and languages.",4945080,1528,any-to-any,transformers,YES,YES,Known official domain + HTTP verification
finbert,ProsusAI,https://huggingface.co/ProsusAI/finbert,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"finbert is a text-classification model developed by ProsusAI, specifically designed to classify text into predefined categories using the transformers library.",4926116,1235,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
whisper-large-v3,openai,https://huggingface.co/openai/whisper-large-v3,https://openai.com/,https://openai.com/favicon.ico,"Whisper-large-v3 is a large-scale AI model specifically designed for automatic speech recognition, capable of processing and transcribing audio in real-time, utilizing the transformers library.",4908520,6222,automatic-speech-recognition,transformers,YES,YES,Known official domain + HTTP verification
Qwen3.6-35B-A3B,Qwen,https://huggingface.co/Qwen/Qwen3.6-35B-A3B,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3.6-35B-A3B is a specialized AI model designed for generating text that is semantically aligned with a given image and textual prompt, utilizing the transformers library.",4892021,2769,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
Qwen3-32B,Qwen,https://huggingface.co/Qwen/Qwen3-32B,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-32B is a text-generation AI model specifically designed for producing long sequences of text, such as article summaries or detailed stories, with a maximum input size of 32,000 tokens, making it suitable for applications requiring extensive text generation.",4883027,740,text-generation,transformers,YES,YES,Known official domain + HTTP verification
ModernBERT-base,answerdotai,https://huggingface.co/answerdotai/ModernBERT-base,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"ModernBERT-base is a pre-trained language model designed for the masked language modeling task using the transformers library, specifically suited for replacing tokens in text with blanks and predicting their correct values.",4812389,1089,fill-mask,transformers,YES,YES,DuckDuckGo search + HTTP verification
wav2vec2-large-xlsr-53-portuguese,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The wav2vec2-large-xlsr-53-portuguese model, developed by jonatasgrosman, specializes in automatic speech recognition for Portuguese language, utilizing the transformers library.",4743860,55,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
dolphin-2.9.1-yi-1.5-34b,dphn,https://huggingface.co/dphn/dolphin-2.9.1-yi-1.5-34b,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The dolphin-2.9.1-yi-1.5-34b model is a text-generation AI created by dphn that can produce human-like text based on various prompts, leveraging the transformers library for efficient processing.",4709068,65,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
segmentation,pyannote,https://huggingface.co/pyannote/segmentation,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The segmentation model uses pyannote-audio library to perform voice activity detection, accurately identifying speech segments within audio files.",4694839,694,voice-activity-detection,pyannote-audio,YES,YES,DuckDuckGo search + HTTP verification
bge-small-zh-v1.5,BAAI,https://huggingface.co/BAAI/bge-small-zh-v1.5,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"bge-small-zh-v1.5 is a feature extraction AI model developed by BAAI, designed to process and analyze Chinese language data efficiently using the transformers library.",4673641,139,feature-extraction,transformers,YES,YES,DuckDuckGo search + HTTP verification
DeepSeek-V4-Flash-0731,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-0731,https://www.deepseek.com/,https://www.deepseek.com/favicon.ico,"DeepSeek-V4-Flash-0731 is a text-generation AI model designed for creating detailed and contextually rich responses, used across various applications including customer support, content generation, and dialogue systems. Developed by deepseek-ai, it leverages the latest transformer technology.",4650353,3867,text-generation,transformers,YES,YES,Known official domain + HTTP verification
Qwen3-ASR-1.7B,Qwen,https://huggingface.co/Qwen/Qwen3-ASR-1.7B,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-ASR-1.7B is a specialized model designed for automatic speech recognition, accurately translating spoken language into text with high precision, designed for integration in voice-activated applications and systems.",4639329,1058,automatic-speech-recognition,,YES,YES,Known official domain + HTTP verification
vit-base-patch16-224,google,https://huggingface.co/google/vit-base-patch16-224,https://www.google.com/,https://www.google.com/favicon.ico,"vit-base-patch16-224 is a pre-trained image classification model by Google, based on the Vision Transformer architecture with patch size 16 and image input size 224x224, designed for fine-tuning on diverse datasets to classify images accurately.",4624661,995,image-classification,transformers,YES,YES,Known official domain + HTTP verification
Prompt-Guard-86M,meta-llama,https://huggingface.co/meta-llama/Prompt-Guard-86M,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Prompt-Guard-86M is a text-classification model from meta-llama designed to analyze and categorize text into predefined classes with an accuracy of 86%, leveraging the transformers library.",4429491,395,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
Ornith-1.0-9B-GGUF,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.0-9B-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Ornith-1.0-9B-GGUF is a specialized text-generation AI model designed for creating professional intelligence datasets, developed by ornith-ai. Its 9 billion parameter size enables sophisticated language understanding and generation, tailored for creating high-quality training materials and content.",4412490,662,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
voice-activity-detection,pyannote,https://huggingface.co/pyannote/voice-activity-detection,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The voice-activity-detection model, developed by pyannote, uses pyannote-audio to automatically recognize and segment speech from audio recordings, effectively separating audio streams containing only speech from those with noise or background chatter.",4403436,241,automatic-speech-recognition,pyannote-audio,YES,YES,DuckDuckGo search + HTTP verification
dinov2-small,facebook,https://huggingface.co/facebook/dinov2-small,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"dinov2-small is a pre-trained image feature extraction model developed by Facebook, specifically designed for generating high-quality image features using the transformers library.",4372990,72,image-feature-extraction,transformers,YES,YES,DuckDuckGo search + HTTP verification
bge-base-en-v1.5-course-recommender-v5,datasocietyco,https://huggingface.co/datasocietyco/bge-base-en-v1.5-course-recommender-v5,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"bge-base-en-v1.5-course-recommender-v5 is a sentence similarity model developed by datasocietyco, designed to recommend courses based on user preferences by comparing text inputs.",4219793,3,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
bert-large-cased-finetuned-conll03-english,dbmdz,https://huggingface.co/dbmdz/bert-large-cased-finetuned-conll03-english,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The bert-large-cased-finetuned-conll03-english model is a token-classification AI designed and fine-tuned by dbmdz specifically for the English language using the ConLL 2003 tokenization task, offering advanced capabilities in identifying and categorizing words within text.",4177531,97,token-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
bert-base-multilingual-uncased,google-bert,https://huggingface.co/google-bert/bert-base-multilingual-uncased,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The bert-base-multilingual-uncased model is a multilingual pre-trained transformer base model suitable for masked language modeling tasks, developed by Google and available through the transformers library.",4170938,159,fill-mask,transformers,YES,YES,DuckDuckGo search + HTTP verification
nsfw_image_detection,Falconsai,https://huggingface.co/Falconsai/nsfw_image_detection,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,An image classification model designed to detect potentially not-safe-for-work (NSFW) content in images.,4031803,1169,image-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
mdeberta-v3-base,microsoft,https://huggingface.co/microsoft/mdeberta-v3-base,https://www.microsoft.com/,https://www.microsoft.com/favicon.ico,"mdeberta-v3-base is a base version of a multilingual pretrained transformer model by Microsoft, designed for Masked Language Model (MLM) tasks within the Transformers library, enabling it to predict masked tokens in various languages.",4017242,235,fill-mask,transformers,YES,YES,Known official domain + HTTP verification
