model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name
wespeaker-voxceleb-resnet34-LM,pyannote,https://huggingface.co/pyannote/wespeaker-voxceleb-resnet34-LM,https://huggingface.co/pyannote/wespeaker-voxceleb-resnet34-LM,https://huggingface.co/api/organizations/pyannote/avatar,Using this open-source model in production? Consider switching to [pyannoteAI](https://www.pyannote.ai) for better and faster options.,6174170,163,,pyannote-audio
Qwen2.5-0.5B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct,https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct,https://huggingface.co/api/organizations/Qwen/avatar,"Qwen2.5 is the latest series of Qwen large language models. For Qwen2.5, we release a number of base language models and instruction-tuned language models ranging from 0.5 to 72 billion parameters. Qwen2.5 brings the following improvements upon Qwen2:",5913274,610,text-generation,transformers
granite-embedding-small-english-r2,ibm-granite,https://huggingface.co/ibm-granite/granite-embedding-small-english-r2,https://huggingface.co/ibm-granite/granite-embedding-small-english-r2,https://huggingface.co/api/organizations/ibm-granite/avatar,<!-- Provide a quick summary of what the model is/does. -->,5902616,78,feature-extraction,sentence-transformers
segmentation-3.0,pyannote,https://huggingface.co/pyannote/segmentation-3.0,https://huggingface.co/pyannote/segmentation-3.0,https://huggingface.co/api/organizations/pyannote/avatar,segmentation-3.0 is an AI model published by pyannote and hosted on Hugging Face.,5794665,1639,voice-activity-detection,pyannote-audio
Llama-3.1-8B-Instruct,meta-llama,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,https://huggingface.co/api/organizations/meta-llama/avatar,Llama-3.1-8B-Instruct is an AI model published by meta-llama and hosted on Hugging Face.,5792238,6759,text-generation,transformers
Qwen3.6-27B,Qwen,https://huggingface.co/Qwen/Qwen3.6-27B,https://huggingface.co/Qwen/Qwen3.6-27B,https://huggingface.co/api/organizations/Qwen/avatar,"<img width=""400px"" src=""https://qianwen-res.oss-accelerate.aliyuncs.com/Qwen3.6/logo.png"">",5619828,2286,image-text-to-text,transformers
MiniMax-H3,MiniMaxAI,https://huggingface.co/MiniMaxAI/MiniMax-H3,https://huggingface.co/MiniMaxAI/MiniMax-H3,https://huggingface.co/api/organizations/MiniMaxAI/avatar,"<div align=""center""> <img width=""100%"" src=""assets/minimax-h3.png"" alt=""MiniMax""> </div>",5532597,4823,image-text-to-video,minimax-h3
Qwen3.8-27B-FP8,Qwen,https://huggingface.co/Qwen/Qwen3.8-27B-FP8,https://huggingface.co/Qwen/Qwen3.8-27B-FP8,https://huggingface.co/api/organizations/Qwen/avatar,"> [!Note] > This repository contains FP8-quantized model weights and configuration files for the post-trained model in the Hugging Face Transformers format. > > These artifacts are compatible with Hugging Face Transformers, vLLM, SGLang, TokenSpeed, etc. > > The quantization method is fine-grained fp8 quantization with block size of 128, and its performance metrics are nearly identical to those of the original model.",5528743,752,image-text-to-text,transformers
gpt-oss-120b,openai,https://huggingface.co/openai/gpt-oss-120b,https://huggingface.co/openai/gpt-oss-120b,https://huggingface.co/api/organizations/openai/avatar,"<p align=""center""> <img alt=""gpt-oss-120b"" src=""https://raw.githubusercontent.com/openai/gpt-oss/main/docs/gpt-oss-120b.svg""> </p>",5376994,5145,text-generation,transformers
chronos-2-small,autogluon,https://huggingface.co/autogluon/chronos-2-small,https://huggingface.co/autogluon/chronos-2-small,https://huggingface.co/api/organizations/autogluon/avatar,"This is the _small_ variant of the Chronos-2 model with 28M parameters. For usage and details on the Chronos-2 model, please refer to https://huggingface.co/autogluon/chronos-2.",5258731,5,time-series-forecasting,chronos-forecasting
speaker-diarization-community-1,pyannote,https://huggingface.co/pyannote/speaker-diarization-community-1,https://huggingface.co/pyannote/speaker-diarization-community-1,https://huggingface.co/api/organizations/pyannote/avatar,speaker-diarization-community-1 is an AI model published by pyannote and hosted on Hugging Face.,5177604,1305,automatic-speech-recognition,pyannote-audio
Wan_2.2_ComfyUI_Repackaged,Comfy-Org,https://huggingface.co/Comfy-Org/Wan_2.2_ComfyUI_Repackaged,https://huggingface.co/Comfy-Org/Wan_2.2_ComfyUI_Repackaged,https://huggingface.co/api/organizations/Comfy-Org/avatar,Repackaged model files for ComfyUI.,4976486,853,image-to-video,diffusion-single-file
Qwen3.8-27B,Qwen,https://huggingface.co/Qwen/Qwen3.8-27B,https://huggingface.co/Qwen/Qwen3.8-27B,https://huggingface.co/api/organizations/Qwen/avatar,"> [!Note] > This repository contains model weights and configuration files for the post-trained model in the Hugging Face Transformers format. > > These artifacts are compatible with Hugging Face Transformers, vLLM, SGLang, TokenSpeed, etc.",4960483,13728,image-text-to-text,transformers
gemma-4-E4B-it,google,https://huggingface.co/google/gemma-4-E4B-it,https://huggingface.co/google/gemma-4-E4B-it,https://huggingface.co/api/organizations/google/avatar,"<div align=""center""> <img src=https://ai.google.dev/gemma/images/gemma4_banner.png> </div>",4945080,1528,any-to-any,transformers
finbert,ProsusAI,https://huggingface.co/ProsusAI/finbert,https://huggingface.co/ProsusAI/finbert,https://huggingface.co/api/organizations/ProsusAI/avatar,"FinBERT is a pre-trained NLP model to analyze sentiment of financial text. It is built by further training the BERT language model in the finance domain, using a large financial corpus and thereby fine-tuning it for financial sentiment classification. [Financial PhraseBank](https://www.researchgate.net/publication/251231107_Good_Debt_or_Bad_Debt_Detecting_Semantic_Orientations_in_Economic_Texts) by Malo et al. (2014) is used for fine-tuning. For more details, please see the paper [FinBERT: Finan",4926116,1235,text-classification,transformers
whisper-large-v3,openai,https://huggingface.co/openai/whisper-large-v3,https://huggingface.co/openai/whisper-large-v3,https://huggingface.co/api/organizations/openai/avatar,"Whisper is a state-of-the-art model for automatic speech recognition (ASR) and speech translation, proposed in the paper [Robust Speech Recognition via Large-Scale Weak Supervision](https://huggingface.co/papers/2212.04356) by Alec Radford et al. from OpenAI. Trained on >5M hours of labeled data, Whisper demonstrates a strong ability to generalise to many datasets and domains in a zero-shot setting.",4908520,6222,automatic-speech-recognition,transformers
Qwen3.6-35B-A3B,Qwen,https://huggingface.co/Qwen/Qwen3.6-35B-A3B,https://huggingface.co/Qwen/Qwen3.6-35B-A3B,https://huggingface.co/api/organizations/Qwen/avatar,"<img width=""400px"" src=""https://qianwen-res.oss-accelerate.aliyuncs.com/Qwen3.6/logo.png"">",4892021,2769,image-text-to-text,transformers
Qwen3-32B,Qwen,https://huggingface.co/Qwen/Qwen3-32B,https://huggingface.co/Qwen/Qwen3-32B,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwen.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",4883027,740,text-generation,transformers
ModernBERT-base,answerdotai,https://huggingface.co/answerdotai/ModernBERT-base,https://huggingface.co/answerdotai/ModernBERT-base,https://huggingface.co/api/organizations/answerdotai/avatar,1. [Model Summary](#model-summary) 2. [Usage](#Usage) 3. [Evaluation](#Evaluation) 4. [Limitations](#limitations) 5. [Training](#training) 6. [License](#license) 7. [Citation](#citation),4812389,1089,fill-mask,transformers
wav2vec2-large-xlsr-53-portuguese,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,https://huggingface.co/api/organizations/jonatasgrosman/avatar,"Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) on Portuguese using the train and validation splits of [Common Voice 6.1](https://huggingface.co/datasets/common_voice). When using this model, make sure that your speech input is sampled at 16kHz.",4743860,55,automatic-speech-recognition,transformers
dolphin-2.9.1-yi-1.5-34b,dphn,https://huggingface.co/dphn/dolphin-2.9.1-yi-1.5-34b,https://huggingface.co/dphn/dolphin-2.9.1-yi-1.5-34b,https://huggingface.co/api/organizations/dphn/avatar,"Curated and trained by Eric Hartford, Lucas Atkins, and Fernando Fernandes, and Cognitive Computations",4709068,65,text-generation,transformers
segmentation,pyannote,https://huggingface.co/pyannote/segmentation,https://huggingface.co/pyannote/segmentation,https://huggingface.co/api/organizations/pyannote/avatar,segmentation is an AI model published by pyannote and hosted on Hugging Face.,4694839,694,voice-activity-detection,pyannote-audio
bge-small-zh-v1.5,BAAI,https://huggingface.co/BAAI/bge-small-zh-v1.5,https://huggingface.co/BAAI/bge-small-zh-v1.5,https://huggingface.co/api/organizations/BAAI/avatar,"<h1 align=""center"">FlagEmbedding</h1>",4673641,139,feature-extraction,transformers
DeepSeek-V4-Flash-0731,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-0731,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-0731,https://huggingface.co/api/organizations/deepseek-ai/avatar,<!-- markdownlint-disable first-line-h1 --> <!-- markdownlint-disable html --> <!-- markdownlint-disable no-duplicate-header -->,4650353,3867,text-generation,transformers
Qwen3-ASR-1.7B,Qwen,https://huggingface.co/Qwen/Qwen3-ASR-1.7B,https://huggingface.co/Qwen/Qwen3-ASR-1.7B,https://huggingface.co/api/organizations/Qwen/avatar,"<p align=""center""> <img src=""https://qianwen-res.oss-cn-beijing.aliyuncs.com/Qwen3-ASR-Repo/qwen3_asr_introduction.png"" width=""90%""/> <p>",4639329,1058,automatic-speech-recognition,
vit-base-patch16-224,google,https://huggingface.co/google/vit-base-patch16-224,https://huggingface.co/google/vit-base-patch16-224,https://huggingface.co/api/organizations/google/avatar,"Vision Transformer (ViT) model pre-trained on ImageNet-21k (14 million images, 21,843 classes) at resolution 224x224, and fine-tuned on ImageNet 2012 (1 million images, 1,000 classes) at resolution 224x224. It was introduced in the paper [An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale](https://arxiv.org/abs/2010.11929) by Dosovitskiy et al. and first released in [this repository](https://github.com/google-research/vision_transformer). However, the weights were convert",4624661,995,image-classification,transformers
Prompt-Guard-86M,meta-llama,https://huggingface.co/meta-llama/Prompt-Guard-86M,https://huggingface.co/meta-llama/Prompt-Guard-86M,https://huggingface.co/api/organizations/meta-llama/avatar,Prompt-Guard-86M is an AI model published by meta-llama and hosted on Hugging Face.,4429491,395,text-classification,transformers
Ornith-1.0-9B-GGUF,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.0-9B-GGUF,https://huggingface.co/ornith-ai/Ornith-1.0-9B-GGUF,https://huggingface.co/api/organizations/ornith-ai/avatar,"<img width=""600px"" src=""assets/ornith_logo.png"">",4412490,662,text-generation,transformers
voice-activity-detection,pyannote,https://huggingface.co/pyannote/voice-activity-detection,https://huggingface.co/pyannote/voice-activity-detection,https://huggingface.co/api/organizations/pyannote/avatar,voice-activity-detection is an AI model published by pyannote and hosted on Hugging Face.,4403436,241,automatic-speech-recognition,pyannote-audio
dinov2-small,facebook,https://huggingface.co/facebook/dinov2-small,https://huggingface.co/facebook/dinov2-small,https://huggingface.co/api/organizations/facebook/avatar,Vision Transformer (ViT) model trained using the DINOv2 method. It was introduced in the paper [DINOv2: Learning Robust Visual Features without Supervision](https://arxiv.org/abs/2304.07193) by Oquab et al. and first released in [this repository](https://github.com/facebookresearch/dinov2).,4372990,72,image-feature-extraction,transformers
bge-base-en-v1.5-course-recommender-v5,datasocietyco,https://huggingface.co/datasocietyco/bge-base-en-v1.5-course-recommender-v5,https://huggingface.co/datasocietyco/bge-base-en-v1.5-course-recommender-v5,https://huggingface.co/api/organizations/datasocietyco/avatar,"This is a [sentence-transformers](https://www.SBERT.net) model finetuned from [BAAI/bge-base-en-v1.5](https://huggingface.co/BAAI/bge-base-en-v1.5). It maps sentences & paragraphs to a 768-dimensional dense vector space and can be used for semantic textual similarity, semantic search, paraphrase mining, text classification, clustering, and more.",4219793,3,sentence-similarity,sentence-transformers
bert-large-cased-finetuned-conll03-english,dbmdz,https://huggingface.co/dbmdz/bert-large-cased-finetuned-conll03-english,https://huggingface.co/dbmdz/bert-large-cased-finetuned-conll03-english,https://huggingface.co/api/organizations/dbmdz/avatar,bert-large-cased-finetuned-conll03-english is an AI model published by dbmdz and hosted on Hugging Face.,4177531,97,token-classification,transformers
bert-base-multilingual-uncased,google-bert,https://huggingface.co/google-bert/bert-base-multilingual-uncased,https://huggingface.co/google-bert/bert-base-multilingual-uncased,https://huggingface.co/api/organizations/google-bert/avatar,Pretrained model on the top 102 languages with the largest Wikipedia using a masked language modeling (MLM) objective. It was introduced in [this paper](https://arxiv.org/abs/1810.04805) and first released in [this repository](https://github.com/google-research/bert). This model is uncased: it does not make a difference between english and English.,4170938,159,fill-mask,transformers
nsfw_image_detection,Falconsai,https://huggingface.co/Falconsai/nsfw_image_detection,https://huggingface.co/Falconsai/nsfw_image_detection,https://huggingface.co/api/organizations/Falconsai/avatar,"The **Fine-Tuned Vision Transformer (ViT)** is a variant of the transformer encoder architecture, similar to BERT, that has been adapted for image classification tasks. This specific model, named ""google/vit-base-patch16-224-in21k,"" is pre-trained on a substantial collection of images in a supervised manner, leveraging the ImageNet-21k dataset. The images in the pre-training dataset are resized to a resolution of 224x224 pixels, making it suitable for a wide range of image recognition tasks.",4031803,1169,image-classification,transformers
mdeberta-v3-base,microsoft,https://huggingface.co/microsoft/mdeberta-v3-base,https://huggingface.co/microsoft/mdeberta-v3-base,https://huggingface.co/api/organizations/microsoft/avatar,"[DeBERTa](https://arxiv.org/abs/2006.03654) improves the BERT and RoBERTa models using disentangled attention and enhanced mask decoder. With those two improvements, DeBERTa out perform RoBERTa on a majority of NLU tasks with 80GB training data.",4017242,235,fill-mask,transformers
Qwen3-VL-4B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen3-VL-4B-Instruct,https://huggingface.co/Qwen/Qwen3-VL-4B-Instruct,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwenlm.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",3971734,455,image-text-to-text,transformers
